COMMAND     PID     USER   FD   TYPE   DEVICE SIZE/OFF NODE NAME
xrootd     8005   xrootd 3358u  IPv6 52583746      0t0  TCP cms-a008.rcac.purdue.edu:48283->cms-f001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3360u  IPv6 55038766      0t0  TCP cms-a008.rcac.purdue.edu:37404->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3361u  IPv6 53497569      0t0  TCP cms-a008.rcac.purdue.edu:38624->cms-a023.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3363u  IPv4 52643029      0t0  TCP cms-a008.rcac.purdue.edu:rootd->heplnc313.pp.rl.ac.uk:38449 (ESTABLISHED)
xrootd     8005   xrootd 3364u  IPv6 54562582      0t0  TCP cms-a008.rcac.purdue.edu:33315->cms-b010.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3369u  IPv6 55012858      0t0  TCP cms-a008.rcac.purdue.edu:35656->cms-b004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3370u  IPv6 55014092      0t0  TCP cms-a008.rcac.purdue.edu:46752->cms-f000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3371u  IPv6 55012866      0t0  TCP cms-a008.rcac.purdue.edu:56049->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3372u  IPv6 55156294      0t0  TCP cms-a008.rcac.purdue.edu:57777->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3374u  IPv6 52627864      0t0  TCP cms-a008.rcac.purdue.edu:50168->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3375u  IPv4 52676679      0t0  TCP cms-a008.rcac.purdue.edu:rootd->grid-wn0121.desy.de:34268 (ESTABLISHED)
xrootd     8005   xrootd 3376u  IPv6 52622063      0t0  TCP cms-a008.rcac.purdue.edu:44571->cms-c006.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3380u  IPv4 52594330      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:54784 (ESTABLISHED)
xrootd     8005   xrootd 3384u  IPv4 54162280      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:45906 (ESTABLISHED)
xrootd     8005   xrootd 3386u  IPv6 55015498      0t0  TCP cms-a008.rcac.purdue.edu:45191->cms-b010.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3388u  IPv6 54562589      0t0  TCP cms-a008.rcac.purdue.edu:38668->cms-a006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3389u  IPv6 55030285      0t0  TCP cms-a008.rcac.purdue.edu:33190->cms-b007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3390u  IPv6 55028623      0t0  TCP cms-a008.rcac.purdue.edu:51359->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3395u  IPv6 55145938      0t0  TCP cms-a008.rcac.purdue.edu:49385->cms-a007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3396u  IPv6 55015488      0t0  TCP cms-a008.rcac.purdue.edu:35180->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3399u  IPv6 55013314      0t0  TCP cms-a008.rcac.purdue.edu:55271->cms-a012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3402u  IPv6 52871237      0t0  TCP cms-a008.rcac.purdue.edu:43245->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3404u  IPv6 55015387      0t0  TCP cms-a008.rcac.purdue.edu:40141->cms-b002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3405u  IPv6 52627965      0t0  TCP cms-a008.rcac.purdue.edu:41497->cms-a037.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3407u  IPv6 55052034      0t0  TCP cms-a008.rcac.purdue.edu:49163->cms-a025.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3409u  IPv6 55015429      0t0  TCP cms-a008.rcac.purdue.edu:58527->cms-a004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3412u  IPv4 54561722      0t0  TCP cms-a008.rcac.purdue.edu:rootd->n2wn0.pi.infn.it:35942 (ESTABLISHED)
xrootd     8005   xrootd 3415u  IPv6 55030286      0t0  TCP cms-a008.rcac.purdue.edu:43504->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3417u  IPv6 53471671      0t0  TCP cms-a008.rcac.purdue.edu:56149->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3419u  IPv4 55015917      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a012.rcac.purdue.edu:48603 (ESTABLISHED)
xrootd     8005   xrootd 3420u  IPv6 55013634      0t0  TCP cms-a008.rcac.purdue.edu:33857->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3422u  IPv6 55013698      0t0  TCP cms-a008.rcac.purdue.edu:41017->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3425u  IPv6 55041059      0t0  TCP cms-a008.rcac.purdue.edu:38682->cms-b004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3426u  IPv4 53467075      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:50378 (ESTABLISHED)
xrootd     8005   xrootd 3427u  IPv6 55013735      0t0  TCP cms-a008.rcac.purdue.edu:37986->cms-b003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3428u  IPv4 55040915      0t0  TCP cms-a008.rcac.purdue.edu:rootd->conte-a517.rcac.purdue.edu:59828 (ESTABLISHED)
xrootd     8005   xrootd 3429u  IPv4 52620407      0t0  TCP cms-a008.rcac.purdue.edu:rootd->grid-wn0243.desy.de:37040 (ESTABLISHED)
xrootd     8005   xrootd 3430u  IPv4 55013750      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a373.rcac.purdue.edu:48306 (ESTABLISHED)
xrootd     8005   xrootd 3431u  IPv6 54271217      0t0  TCP cms-a008.rcac.purdue.edu:43756->cms-g000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3445u  IPv4 52946092      0t0  TCP cms-a008.rcac.purdue.edu:rootd->wn06.lcg.cscs.ch:58096 (ESTABLISHED)
xrootd     8005   xrootd 3448u  IPv6 55037924      0t0  TCP cms-a008.rcac.purdue.edu:47527->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3449u  IPv4 54256571      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:52774 (ESTABLISHED)
xrootd     8005   xrootd 3450u  IPv4 54244050      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:55643 (ESTABLISHED)
xrootd     8005   xrootd 3451u  IPv4 55014182      0t0  TCP cms-a008.rcac.purdue.edu:rootd->cms-158.rcac.purdue.edu:52123 (ESTABLISHED)
xrootd     8005   xrootd 3452u  IPv6 55014187      0t0  TCP cms-a008.rcac.purdue.edu:46783->cms-f000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3459u  IPv6 55035763      0t0  TCP cms-a008.rcac.purdue.edu:46422->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3463u  IPv6 55035778      0t0  TCP cms-a008.rcac.purdue.edu:33639->cms-a018.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3466u  IPv6 53725480      0t0  TCP cms-a008.rcac.purdue.edu:38471->cms-c007.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3468u  IPv6 52952595      0t0  TCP cms-a008.rcac.purdue.edu:36049->cms-087.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3471u  IPv4 54463701      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:42685 (ESTABLISHED)
xrootd     8005   xrootd 3473u  IPv6 52683102      0t0  TCP cms-a008.rcac.purdue.edu:49502->cms-c006.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3477u  IPv6 54244093      0t0  TCP cms-a008.rcac.purdue.edu:46420->cms-g001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3478u  IPv6 55035803      0t0  TCP cms-a008.rcac.purdue.edu:58335->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3479u  IPv4 54238416      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:51689 (ESTABLISHED)
xrootd     8005   xrootd 3480u  IPv6 55036150      0t0  TCP cms-a008.rcac.purdue.edu:53738->cms-b012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3481u  IPv6 55036099      0t0  TCP cms-a008.rcac.purdue.edu:36211->cms-115.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3482u  IPv6 52680675      0t0  TCP cms-a008.rcac.purdue.edu:53690->cms-a012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3484u  IPv6 55035831      0t0  TCP cms-a008.rcac.purdue.edu:56897->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3485u  IPv6 53189833      0t0  TCP cms-a008.rcac.purdue.edu:54284->cms-b003.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3487u  IPv6 55028745      0t0  TCP cms-a008.rcac.purdue.edu:37313->cms-b004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3489u  IPv4 55028746      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a084.rcac.purdue.edu:57329 (ESTABLISHED)
xrootd     8005   xrootd 3491u  IPv6 55028753      0t0  TCP cms-a008.rcac.purdue.edu:56255->cms-g001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3492u  IPv6 55021256      0t0  TCP cms-a008.rcac.purdue.edu:34654->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3495u  IPv6 55021357      0t0  TCP cms-a008.rcac.purdue.edu:58460->cms-a027.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3499u  IPv4 55035832      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a086.rcac.purdue.edu:38458 (ESTABLISHED)
xrootd     8005   xrootd 3500u  IPv6 55021104      0t0  TCP cms-a008.rcac.purdue.edu:37739->cms-a007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3501u  IPv6 53470913      0t0  TCP cms-a008.rcac.purdue.edu:56136->cms-f002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3502u  IPv6 55035837      0t0  TCP cms-a008.rcac.purdue.edu:34092->cms-e003.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3507u  IPv6 54127863      0t0  TCP cms-a008.rcac.purdue.edu:50274->cms-c003.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3508u  IPv6 52766756      0t0  TCP cms-a008.rcac.purdue.edu:48910->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3514u  IPv6 55037814      0t0  TCP cms-a008.rcac.purdue.edu:58752->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3518u  IPv4 53115961      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:55229 (ESTABLISHED)
xrootd     8005   xrootd 3520u  IPv6 55035932      0t0  TCP cms-a008.rcac.purdue.edu:52322->cms-c005.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3525u  IPv6 52773479      0t0  TCP cms-a008.rcac.purdue.edu:37077->cms-c007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3532u  IPv6 52888478      0t0  TCP cms-a008.rcac.purdue.edu:49762->cms-115.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3533u  IPv6 55037480      0t0  TCP cms-a008.rcac.purdue.edu:53763->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3534u  IPv4 54178710      0t0  TCP cms-a008.rcac.purdue.edu:rootd->spserv02.sprace.org.br:55018 (ESTABLISHED)
xrootd     8005   xrootd 3537u  IPv6 55037458      0t0  TCP cms-a008.rcac.purdue.edu:34270->cms-a001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3538u  IPv4 54264482      0t0  TCP cms-a008.rcac.purdue.edu:rootd->n2wn0.pi.infn.it:34053 (ESTABLISHED)
xrootd     8005   xrootd 3539u  IPv6 54257345      0t0  TCP cms-a008.rcac.purdue.edu:43952->cms-c002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3543u  IPv6 55037486      0t0  TCP cms-a008.rcac.purdue.edu:59941->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3545u  IPv6 53116030      0t0  TCP cms-a008.rcac.purdue.edu:42890->cms-d000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3548u  IPv6 55037746      0t0  TCP cms-a008.rcac.purdue.edu:59243->cms-b006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3549u  IPv4 55036203      0t0  TCP cms-a008.rcac.purdue.edu:rootd->carter-a445.rcac.purdue.edu:45703 (ESTABLISHED)
xrootd     8005   xrootd 3550u  IPv6 55037290      0t0  TCP cms-a008.rcac.purdue.edu:34945->cms-c007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3551u  IPv6 53869335      0t0  TCP cms-a008.rcac.purdue.edu:51275->cms-a038.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3553u  IPv6 55052027      0t0  TCP cms-a008.rcac.purdue.edu:45105->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3556u  IPv4 54074123      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:37833 (ESTABLISHED)
xrootd     8005   xrootd 3560u  IPv6 55036280      0t0  TCP cms-a008.rcac.purdue.edu:53781->cms-b012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3561u  IPv6 55037951      0t0  TCP cms-a008.rcac.purdue.edu:36498->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3562u  IPv6 53558105      0t0  TCP cms-a008.rcac.purdue.edu:47008->cms-g003.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3564u  IPv4 53423772      0t0  TCP cms-a008.rcac.purdue.edu:rootd->gridlink.oeaw.ac.at:50369 (ESTABLISHED)
xrootd     8005   xrootd 3565u  IPv6 53095791      0t0  TCP cms-a008.rcac.purdue.edu:41503->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3568u  IPv6 55037799      0t0  TCP cms-a008.rcac.purdue.edu:57442->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3569u  IPv4 53253907      0t0  TCP cms-a008.rcac.purdue.edu:rootd->heplnc315.pp.rl.ac.uk:42177 (ESTABLISHED)
xrootd     8005   xrootd 3571u  IPv4 55118833      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a071.rcac.purdue.edu:45983 (ESTABLISHED)
xrootd     8005   xrootd 3577u  IPv4 55066572      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a032.rcac.purdue.edu:53825 (CLOSE_WAIT)
xrootd     8005   xrootd 3578u  IPv6 54183795      0t0  TCP cms-a008.rcac.purdue.edu:55398->cms-c001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3579u  IPv6 55066605      0t0  TCP cms-a008.rcac.purdue.edu:56553->cms-c006.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3580u  IPv6 52861677      0t0  TCP cms-a008.rcac.purdue.edu:40747->cms-g002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3582u  IPv6 55036406      0t0  TCP cms-a008.rcac.purdue.edu:52916->cms-a002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3587u  IPv6 55036550      0t0  TCP cms-a008.rcac.purdue.edu:33625->cms-b007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3589u  IPv4 55081075      0t0  TCP cms-a008.rcac.purdue.edu:rootd->cms-172.rcac.purdue.edu:32991 (CLOSE_WAIT)
xrootd     8005   xrootd 3590u  IPv6 53310084      0t0  TCP cms-a008.rcac.purdue.edu:53528->cms-g001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3592u  IPv4 54284626      0t0  TCP cms-a008.rcac.purdue.edu:rootd->gridlink.oeaw.ac.at:40929 (ESTABLISHED)
xrootd     8005   xrootd 3597u  IPv6 52839774      0t0  TCP cms-a008.rcac.purdue.edu:51437->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3598u  IPv4 55051042      0t0  TCP cms-a008.rcac.purdue.edu:rootd->cms-a034.rcac.purdue.edu:57347 (CLOSE_WAIT)
xrootd     8005   xrootd 3599u  IPv6 52950496      0t0  TCP cms-a008.rcac.purdue.edu:38006->cms-e000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3605u  IPv6 53022199      0t0  TCP cms-a008.rcac.purdue.edu:59939->cms-a001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3606u  IPv4 53074371      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:55198 (ESTABLISHED)
xrootd     8005   xrootd 3612u  IPv6 55037582      0t0  TCP cms-a008.rcac.purdue.edu:53634->cms-c006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3613u  IPv4 53864996      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:45684 (ESTABLISHED)
xrootd     8005   xrootd 3614u  IPv4 53408452      0t0  TCP cms-a008.rcac.purdue.edu:rootd->ne1wn0.pi.infn.it:58594 (ESTABLISHED)
xrootd     8005   xrootd 3617u  IPv4 55060288      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:51953 (ESTABLISHED)
xrootd     8005   xrootd 3618u  IPv6 55060306      0t0  TCP cms-a008.rcac.purdue.edu:34851->cms-f001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3620u  IPv4 52857678      0t0  TCP cms-a008.rcac.purdue.edu:rootd->w-wn2362.grid.sinica.edu.tw:42837 (ESTABLISHED)
xrootd     8005   xrootd 3622u  IPv4 53340663      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a005.rcac.purdue.edu:43000 (ESTABLISHED)
xrootd     8005   xrootd 3641u  IPv4 55045379      0t0  TCP cms-a008.rcac.purdue.edu:rootd->cms-149.rcac.purdue.edu:43374 (ESTABLISHED)
xrootd     8005   xrootd 3642u  IPv6 55045386      0t0  TCP cms-a008.rcac.purdue.edu:3gpp-cbsp->cms-b010.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3645u  IPv4 54196548      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:43078 (ESTABLISHED)
xrootd     8005   xrootd 3647u  IPv4 55050843      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a124.rcac.purdue.edu:36301 (CLOSE_WAIT)
xrootd     8005   xrootd 3651u  IPv6 55050848      0t0  TCP cms-a008.rcac.purdue.edu:56964->cms-a019.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3652u  IPv4 55140255      0t0  TCP cms-a008.rcac.purdue.edu:rootd->rossmann-a329.rcac.purdue.edu:54506 (CLOSE_WAIT)
xrootd     8005   xrootd 3657u  IPv6 52897535      0t0  TCP cms-a008.rcac.purdue.edu:33555->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3659u  IPv6 52897559      0t0  TCP cms-a008.rcac.purdue.edu:47422->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3661u  IPv4 54219071      0t0  TCP cms-a008.rcac.purdue.edu:rootd->w-wn2326.grid.sinica.edu.tw:44834 (ESTABLISHED)
xrootd     8005   xrootd 3663u  IPv4 52957903      0t0  TCP cms-a008.rcac.purdue.edu:rootd->gridlink.oeaw.ac.at:57814 (ESTABLISHED)
xrootd     8005   xrootd 3664u  IPv4 53624391      0t0  TCP cms-a008.rcac.purdue.edu:rootd->spserv02.sprace.org.br:38146 (ESTABLISHED)
xrootd     8005   xrootd 3665u  IPv6 53118895      0t0  TCP cms-a008.rcac.purdue.edu:50464->cms-c001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3667u  IPv4 55058059      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:46514 (ESTABLISHED)
xrootd     8005   xrootd 3668u  IPv6 54263786      0t0  TCP cms-a008.rcac.purdue.edu:51980->cms-b001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3675u  IPv6 53343348      0t0  TCP cms-a008.rcac.purdue.edu:35020->cms-e002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3678u  IPv6 53665633      0t0  TCP cms-a008.rcac.purdue.edu:60461->cms-a001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3680u  IPv6 53624491      0t0  TCP cms-a008.rcac.purdue.edu:58945->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd 3686u  IPv6 54285816      0t0  TCP cms-a008.rcac.purdue.edu:42683->cms-b000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3694u  IPv4 53014918      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:55141 (ESTABLISHED)
xrootd     8005   xrootd 3706u  IPv6 53625159      0t0  TCP cms-a008.rcac.purdue.edu:46934->cms-g000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3719u  IPv4 53108621      0t0  TCP cms-a008.rcac.purdue.edu:rootd->ne1wn0.pi.infn.it:45614 (ESTABLISHED)
xrootd     8005   xrootd 3725u  IPv6 53680738      0t0  TCP cms-a008.rcac.purdue.edu:33428->cms-134.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3729u  IPv6 52959374      0t0  TCP cms-a008.rcac.purdue.edu:33580->cms-b002.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3730u  IPv4 53301211      0t0  TCP cms-a008.rcac.purdue.edu:rootd->cms-a036.rcac.purdue.edu:43873 (ESTABLISHED)
xrootd     8005   xrootd 3745u  IPv4 53000131      0t0  TCP cms-a008.rcac.purdue.edu:rootd->130.104.133.233:36862 (ESTABLISHED)
xrootd     8005   xrootd 3759u  IPv6 53022573      0t0  TCP cms-a008.rcac.purdue.edu:57641->cms-a027.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd 3766u  IPv4 53305112      0t0  TCP cms-a008.rcac.purdue.edu:rootd->heplnc309.pp.rl.ac.uk:35155 (ESTABLISHED)
xrootd     8005   xrootd 3792u  IPv4 52998899      0t0  TCP cms-a008.rcac.purdue.edu:rootd->grid-wn0712.desy.de:42476 (ESTABLISHED)
xrootd     8005   xrootd 3819u  IPv4 53027106      0t0  TCP cms-a008.rcac.purdue.edu:rootd->heplnc326.pp.rl.ac.uk:49592 (ESTABLISHED)
condor_st  8558   condor    7u  IPv4 51929848      0t0  TCP cms-a008.rcac.purdue.edu:erunbook_server->cmstest1.rcac.purdue.edu:52487 (ESTABLISHED)
condor_st  8558   condor   33u  IPv4 51929889      0t0  TCP localhost:40290->localhost:39521 (ESTABLISHED)
condor_st  8620  cms1349    9u  IPv4 52447282      0t0  TCP cms-a008.rcac.purdue.edu:53998->glidein-collector-2.t2.ucsd.edu:10031 (ESTABLISHED)
condor_st  8620  cms1349   11u  IPv4 52447543      0t0  TCP cms-a008.rcac.purdue.edu:59195->glidein-collector.t2.ucsd.edu:10031 (ESTABLISHED)
condor_st  8620  cms1349   12u  IPv4 52447155      0t0  TCP cms-a008.rcac.purdue.edu:40860->submit-4.t2.ucsd.edu:9615 (ESTABLISHED)
condor_st  8620  cms1349   14u  IPv4 52447227      0t0  TCP *:34247 (LISTEN)
condor_st  8620  cms1349   15u  IPv4 52447225      0t0  TCP localhost:41946->localhost:47723 (ESTABLISHED)
condor_st  8958   condor    7u  IPv4 53909205      0t0  TCP cms-a008.rcac.purdue.edu:erunbook_server->diagrid.org:34652 (ESTABLISHED)
condor_st  8958   condor   35u  IPv4 53909235      0t0  TCP localhost:50296->localhost:42375 (ESTABLISHED)
condor_st  9891  cms1350    9u  IPv4 52229561      0t0  TCP cms-a008.rcac.purdue.edu:34960->glidein-collector-2.t2.ucsd.edu:9959 (ESTABLISHED)
condor_st  9891  cms1350   11u  IPv4 52229605      0t0  TCP cms-a008.rcac.purdue.edu:43415->glidein-collector.t2.ucsd.edu:9959 (ESTABLISHED)
condor_st  9891  cms1350   12u  IPv4 52229519      0t0  TCP cms-a008.rcac.purdue.edu:57269->submit-4.t2.ucsd.edu:9615 (ESTABLISHED)
condor_st  9891  cms1350   14u  IPv4 52229527      0t0  TCP *:53597 (LISTEN)
condor_st  9891  cms1350   15u  IPv4 52229526      0t0  TCP localhost:47012->localhost:35362 (ESTABLISHED)
sshd       9980     root    3u  IPv4    20674      0t0  TCP *:ssh (LISTEN)
sshd       9980     root    4u  IPv6    20676      0t0  TCP *:ssh (LISTEN)
ntpd       9988      ntp   16u  IPv4    20705      0t0  UDP *:ntp 
ntpd       9988      ntp   17u  IPv6    20706      0t0  UDP *:ntp 
ntpd       9988      ntp   18u  IPv4    20714      0t0  UDP localhost:ntp 
ntpd       9988      ntp   19u  IPv4    20715      0t0  UDP cms-a008.rcac.purdue.edu:ntp 
ntpd       9988      ntp   20u  IPv6    20716      0t0  UDP localhost:ntp 
ntpd       9988      ntp   21u  IPv6    20718      0t0  UDP [fe80::ea39:35ff:feb1:b865]:ntp 
gmond     10001   nobody    4u  IPv4    20888      0t0  UDP *:8647 
gmond     10001   nobody    5u  IPv4    20889      0t0  TCP *:8647 (LISTEN)
gmond     10001   nobody    6u  IPv4    20891      0t0  UDP cms-a008.rcac.purdue.edu:41905->hep.rcac.purdue.edu:8647 
condor_ma 10054  cms1357    7u  IPv4 52344669      0t0  TCP *:34143 (LISTEN)
condor_ma 10054  cms1357    8u  IPv4 52344681      0t0  TCP cms-a008.rcac.purdue.edu:44540->glidein-collector-2.t2.ucsd.edu:9805 (ESTABLISHED)
