COMMAND     PID     USER   FD   TYPE   DEVICE SIZE/OFF NODE NAME
xrootd     8005   xrootd  397u  IPv6 51203498      0t0  TCP cms-a008.rcac.purdue.edu:58702->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  398u  IPv6 53809889      0t0  TCP cms-a008.rcac.purdue.edu:52646->cms-181.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  399u  IPv6 51940420      0t0  TCP cms-a008.rcac.purdue.edu:33093->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  400u  IPv6 47563145      0t0  TCP cms-a008.rcac.purdue.edu:42275->cms-081.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  401u  IPv6 49005404      0t0  TCP cms-a008.rcac.purdue.edu:34877->cms-f001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  402u  IPv6 55109420      0t0  TCP cms-a008.rcac.purdue.edu:43833->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  403u  IPv6 51116473      0t0  TCP cms-a008.rcac.purdue.edu:47871->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  404u  IPv6 49225922      0t0  TCP cms-a008.rcac.purdue.edu:47144->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  405u  IPv4 50081724      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:55819 (ESTABLISHED)
xrootd     8005   xrootd  406u  IPv6 50954589      0t0  TCP cms-a008.rcac.purdue.edu:52649->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  407u  IPv6 52583302      0t0  TCP cms-a008.rcac.purdue.edu:50380->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  408u  IPv6 47568337      0t0  TCP cms-a008.rcac.purdue.edu:59866->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  409u  IPv6 54594609      0t0  TCP cms-a008.rcac.purdue.edu:53568->cms-a038.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  410u  IPv6 51972090      0t0  TCP cms-a008.rcac.purdue.edu:46689->cms-a008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  411u  IPv6 47544244      0t0  TCP cms-a008.rcac.purdue.edu:37098->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  412u  IPv6 55218517      0t0  TCP cms-a008.rcac.purdue.edu:56543->cms-b003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  413u  IPv6 51809768      0t0  TCP cms-a008.rcac.purdue.edu:59896->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  414u  IPv6 55449024      0t0  TCP cms-a008.rcac.purdue.edu:52367->cms-a025.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  415u  IPv6 49721266      0t0  TCP cms-a008.rcac.purdue.edu:44838->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  416u  IPv6 51674395      0t0  TCP cms-a008.rcac.purdue.edu:33784->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  417u  IPv6 54905486      0t0  TCP cms-a008.rcac.purdue.edu:49295->cms-f001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  418u  IPv6 53739927      0t0  TCP cms-a008.rcac.purdue.edu:39339->cms-c007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  419u  IPv6 50106957      0t0  TCP cms-a008.rcac.purdue.edu:40948->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  420u  IPv6 51544572      0t0  TCP cms-a008.rcac.purdue.edu:34550->cms-a037.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  421u  IPv6 49601224      0t0  TCP cms-a008.rcac.purdue.edu:53211->cms-a019.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  422u  IPv4 47583708      0t0  TCP cms-a008.rcac.purdue.edu:rootd->nat-gw05.indiacms.res.in:58597 (ESTABLISHED)
xrootd     8005   xrootd  423u  IPv6 50117823      0t0  TCP cms-a008.rcac.purdue.edu:45718->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  424u  IPv6 50394925      0t0  TCP cms-a008.rcac.purdue.edu:59355->cms-a031.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  425u  IPv6 50949994      0t0  TCP cms-a008.rcac.purdue.edu:48192->cms-a004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  426u  IPv6 52063928      0t0  TCP cms-a008.rcac.purdue.edu:51548->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  427u  IPv6 47609730      0t0  TCP cms-a008.rcac.purdue.edu:41505->cms-a007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  428u  IPv6 55494393      0t0  TCP cms-a008.rcac.purdue.edu:44623->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  429u  IPv6 53782991      0t0  TCP cms-a008.rcac.purdue.edu:57170->cms-f000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  430u  IPv6 54496877      0t0  TCP cms-a008.rcac.purdue.edu:56444->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  431u  IPv6 52424459      0t0  TCP cms-a008.rcac.purdue.edu:42683->cms-g004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  432u  IPv6 51150654      0t0  TCP cms-a008.rcac.purdue.edu:54229->cms-b010.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  433u  IPv6 49453345      0t0  TCP cms-a008.rcac.purdue.edu:33883->cms-f000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  434u  IPv6 53442355      0t0  TCP cms-a008.rcac.purdue.edu:42752->cms-a038.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  435u  IPv6 51330299      0t0  TCP cms-a008.rcac.purdue.edu:43120->cms-a020.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  436u  IPv6 50978640      0t0  TCP cms-a008.rcac.purdue.edu:44066->cms-b012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  437u  IPv6 51730823      0t0  TCP cms-a008.rcac.purdue.edu:57080->cms-c006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  438u  IPv6 51362623      0t0  TCP cms-a008.rcac.purdue.edu:49179->cms-a021.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd  439u  IPv6 50768718      0t0  TCP cms-a008.rcac.purdue.edu:59281->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  440u  IPv6 51384144      0t0  TCP cms-a008.rcac.purdue.edu:56297->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  441u  IPv6 55514386      0t0  TCP cms-a008.rcac.purdue.edu:33916->cms-c004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  442u  IPv4 50613880      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:38221 (ESTABLISHED)
xrootd     8005   xrootd  443u  IPv6 52172477      0t0  TCP cms-a008.rcac.purdue.edu:45805->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  444u  IPv6 54314991      0t0  TCP cms-a008.rcac.purdue.edu:44728->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  445u  IPv6 55349231      0t0  TCP cms-a008.rcac.purdue.edu:49883->cms-g000.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd  446u  IPv6 51182149      0t0  TCP cms-a008.rcac.purdue.edu:59964->cms-b000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  447u  IPv6 55350979      0t0  TCP cms-a008.rcac.purdue.edu:57453->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  448u  IPv6 55493211      0t0  TCP cms-a008.rcac.purdue.edu:52338->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  449u  IPv6 51542693      0t0  TCP cms-a008.rcac.purdue.edu:43710->cms-b006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  450u  IPv6 55516091      0t0  TCP cms-a008.rcac.purdue.edu:51749->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  451u  IPv6 50182171      0t0  TCP cms-a008.rcac.purdue.edu:52859->cms-a003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  452u  IPv6 55352239      0t0  TCP cms-a008.rcac.purdue.edu:45201->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  453u  IPv6 52023242      0t0  TCP cms-a008.rcac.purdue.edu:45693->cms-b002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  454u  IPv6 55516546      0t0  TCP cms-a008.rcac.purdue.edu:38955->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  455u  IPv6 54293217      0t0  TCP cms-a008.rcac.purdue.edu:55348->cms-b007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  456u  IPv6 54806491      0t0  TCP cms-a008.rcac.purdue.edu:33670->cms-c004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  457u  IPv6 54965207      0t0  TCP cms-a008.rcac.purdue.edu:52202->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  458u  IPv6 53700459      0t0  TCP cms-a008.rcac.purdue.edu:54705->cms-c006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  459u  IPv4 50912630      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:37116 (ESTABLISHED)
xrootd     8005   xrootd  460u  IPv6 54933934      0t0  TCP cms-a008.rcac.purdue.edu:51867->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  461u  IPv6 55216952      0t0  TCP cms-a008.rcac.purdue.edu:37895->cms-b000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  462u  IPv6 51455661      0t0  TCP cms-a008.rcac.purdue.edu:52153->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  463u  IPv6 50814439      0t0  TCP cms-a008.rcac.purdue.edu:56781->cms-c005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  464u  IPv6 51135672      0t0  TCP cms-a008.rcac.purdue.edu:35909->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  465u  IPv6 54628598      0t0  TCP cms-a008.rcac.purdue.edu:33806->cms-a032.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  466u  IPv6 51437670      0t0  TCP cms-a008.rcac.purdue.edu:56025->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  467u  IPv6 51733279      0t0  TCP cms-a008.rcac.purdue.edu:filenet-re->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  468u  IPv6 51140192      0t0  TCP cms-a008.rcac.purdue.edu:53292->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  469u  IPv6 50940585      0t0  TCP cms-a008.rcac.purdue.edu:35118->cms-a014.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  470u  IPv6 53883482      0t0  TCP cms-a008.rcac.purdue.edu:35080->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  471u  IPv6 53012276      0t0  TCP cms-a008.rcac.purdue.edu:49098->cms-c005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  472u  IPv6 54994390      0t0  TCP cms-a008.rcac.purdue.edu:48825->cms-100.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  473u  IPv6 54731388      0t0  TCP cms-a008.rcac.purdue.edu:51980->cms-a036.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  474u  IPv6 54867737      0t0  TCP cms-a008.rcac.purdue.edu:46289->cms-f001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  475u  IPv6 51032713      0t0  TCP cms-a008.rcac.purdue.edu:54721->cms-a027.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  476u  IPv6 49452923      0t0  TCP cms-a008.rcac.purdue.edu:52366->cms-a007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  477u  IPv6 50958976      0t0  TCP cms-a008.rcac.purdue.edu:47593->cms-b006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  478u  IPv6 50768819      0t0  TCP cms-a008.rcac.purdue.edu:58007->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  479u  IPv6 51559073      0t0  TCP cms-a008.rcac.purdue.edu:39127->cms-a002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  480u  IPv6 51562895      0t0  TCP cms-a008.rcac.purdue.edu:33710->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  481u  IPv6 49642705      0t0  TCP cms-a008.rcac.purdue.edu:36613->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  482u  IPv6 55351540      0t0  TCP cms-a008.rcac.purdue.edu:34039->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  483u  IPv6 55478841      0t0  TCP cms-a008.rcac.purdue.edu:39600->cms-f001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  484u  IPv6 51703167      0t0  TCP cms-a008.rcac.purdue.edu:47488->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  485u  IPv6 52096206      0t0  TCP cms-a008.rcac.purdue.edu:46282->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  486u  IPv6 49671374      0t0  TCP cms-a008.rcac.purdue.edu:48913->cms-c001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd  487u  IPv6 54791967      0t0  TCP cms-a008.rcac.purdue.edu:59109->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  488u  IPv6 53543482      0t0  TCP cms-a008.rcac.purdue.edu:40645->cms-c004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  489u  IPv6 53655315      0t0  TCP cms-a008.rcac.purdue.edu:41293->cms-a016.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  490u  IPv6 52486559      0t0  TCP cms-a008.rcac.purdue.edu:45456->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  491u  IPv6 55467732      0t0  TCP cms-a008.rcac.purdue.edu:37870->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  492u  IPv6 53776404      0t0  TCP cms-a008.rcac.purdue.edu:36508->cms-c008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  493u  IPv6 52021798      0t0  TCP cms-a008.rcac.purdue.edu:36523->cms-b009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  494u  IPv6 52247322      0t0  TCP cms-a008.rcac.purdue.edu:58698->cms-g004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  495u  IPv6 52583296      0t0  TCP cms-a008.rcac.purdue.edu:41337->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  496u  IPv6 50701661      0t0  TCP cms-a008.rcac.purdue.edu:54767->cms-a027.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  497u  IPv6 54905393      0t0  TCP cms-a008.rcac.purdue.edu:42272->cms-c006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  498u  IPv6 55491910      0t0  TCP cms-a008.rcac.purdue.edu:51612->cms-a026.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  499u  IPv6 55364217      0t0  TCP cms-a008.rcac.purdue.edu:57032->cms-139.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  500u  IPv6 54510941      0t0  TCP cms-a008.rcac.purdue.edu:44042->cms-163.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  501u  IPv6 52994846      0t0  TCP cms-a008.rcac.purdue.edu:38494->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  502u  IPv6 55478024      0t0  TCP cms-a008.rcac.purdue.edu:54568->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  503u  IPv6 51681000      0t0  TCP cms-a008.rcac.purdue.edu:35475->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  504u  IPv6 52291672      0t0  TCP cms-a008.rcac.purdue.edu:37639->cms-b002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  505u  IPv6 55130723      0t0  TCP cms-a008.rcac.purdue.edu:58181->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  506u  IPv6 52240874      0t0  TCP cms-a008.rcac.purdue.edu:34635->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  507u  IPv6 51594429      0t0  TCP cms-a008.rcac.purdue.edu:51565->cms-b007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  508u  IPv6 50613393      0t0  TCP cms-a008.rcac.purdue.edu:57905->cms-a032.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  509u  IPv6 55326557      0t0  TCP cms-a008.rcac.purdue.edu:49583->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  510u  IPv6 50417971      0t0  TCP cms-a008.rcac.purdue.edu:45903->cms-081.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  511u  IPv6 53884910      0t0  TCP cms-a008.rcac.purdue.edu:46520->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  512u  IPv6 55139984      0t0  TCP cms-a008.rcac.purdue.edu:58501->cms-104.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  513u  IPv6 52856054      0t0  TCP cms-a008.rcac.purdue.edu:44742->cms-c007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  514u  IPv6 53178407      0t0  TCP cms-a008.rcac.purdue.edu:47062->cms-a018.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  515u  IPv6 51797679      0t0  TCP cms-a008.rcac.purdue.edu:54638->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  516u  IPv6 54725763      0t0  TCP cms-a008.rcac.purdue.edu:37284->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  517u  IPv4 48689680      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:44833 (ESTABLISHED)
xrootd     8005   xrootd  518u  IPv6 51277636      0t0  TCP cms-a008.rcac.purdue.edu:48478->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  519u  IPv4 50433331      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:51982 (ESTABLISHED)
xrootd     8005   xrootd  520u  IPv6 51692068      0t0  TCP cms-a008.rcac.purdue.edu:43083->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  521u  IPv6 55005612      0t0  TCP cms-a008.rcac.purdue.edu:49080->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  522u  IPv6 52838949      0t0  TCP cms-a008.rcac.purdue.edu:55596->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  523u  IPv6 54777947      0t0  TCP cms-a008.rcac.purdue.edu:43680->cms-g004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  524u  IPv6 53986970      0t0  TCP cms-a008.rcac.purdue.edu:59596->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  525u  IPv6 54456815      0t0  TCP cms-a008.rcac.purdue.edu:39809->cms-b007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  526u  IPv4 48704815      0t0  TCP cms-a008.rcac.purdue.edu:rootd->se1.hep.kbfi.ee:40823 (ESTABLISHED)
xrootd     8005   xrootd  527u  IPv6 54503299      0t0  TCP cms-a008.rcac.purdue.edu:44141->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  528u  IPv6 51659672      0t0  TCP cms-a008.rcac.purdue.edu:45611->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  529u  IPv6 55348068      0t0  TCP cms-a008.rcac.purdue.edu:33806->cms-e002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  530u  IPv6 52124886      0t0  TCP cms-a008.rcac.purdue.edu:45210->cms-b009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  531u  IPv6 55249851      0t0  TCP cms-a008.rcac.purdue.edu:44517->cms-a033.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  532u  IPv6 55482121      0t0  TCP cms-a008.rcac.purdue.edu:50878->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  533u  IPv6 49793051      0t0  TCP cms-a008.rcac.purdue.edu:57901->cms-a040.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  534u  IPv6 47538658      0t0  TCP cms-a008.rcac.purdue.edu:53428->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  535u  IPv6 54375801      0t0  TCP cms-a008.rcac.purdue.edu:60999->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  536u  IPv6 50618612      0t0  TCP cms-a008.rcac.purdue.edu:53443->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  537u  IPv6 55395818      0t0  TCP cms-a008.rcac.purdue.edu:48168->cms-b010.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  538u  IPv6 51513521      0t0  TCP cms-a008.rcac.purdue.edu:34571->cms-a006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  539u  IPv6 51424611      0t0  TCP cms-a008.rcac.purdue.edu:38957->cms-a038.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  540u  IPv6 51247525      0t0  TCP cms-a008.rcac.purdue.edu:51806->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  541u  IPv6 55516136      0t0  TCP cms-a008.rcac.purdue.edu:52058->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  542u  IPv6 55494573      0t0  TCP cms-a008.rcac.purdue.edu:51798->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  543u  IPv6 52246344      0t0  TCP cms-a008.rcac.purdue.edu:39228->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  545u  IPv6 53255332      0t0  TCP cms-a008.rcac.purdue.edu:51239->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  546u  IPv6 50123149      0t0  TCP cms-a008.rcac.purdue.edu:57498->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  547u  IPv6 49656434      0t0  TCP cms-a008.rcac.purdue.edu:34162->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  548u  IPv6 54771194      0t0  TCP cms-a008.rcac.purdue.edu:35072->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  549u  IPv6 50572185      0t0  TCP cms-a008.rcac.purdue.edu:41829->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  550u  IPv6 55430214      0t0  TCP cms-a008.rcac.purdue.edu:59336->cms-a023.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  551u  IPv6 50542026      0t0  TCP cms-a008.rcac.purdue.edu:37285->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  552u  IPv6 51355224      0t0  TCP cms-a008.rcac.purdue.edu:60575->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  553u  IPv6 51466552      0t0  TCP cms-a008.rcac.purdue.edu:60017->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  554u  IPv6 52739921      0t0  TCP cms-a008.rcac.purdue.edu:38183->cms-g004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  555u  IPv6 54927294      0t0  TCP cms-a008.rcac.purdue.edu:33419->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  556u  IPv6 54839237      0t0  TCP cms-a008.rcac.purdue.edu:40723->cms-a012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  557u  IPv6 55132839      0t0  TCP cms-a008.rcac.purdue.edu:41806->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  558u  IPv6 55516850      0t0  TCP cms-a008.rcac.purdue.edu:45725->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  559u  IPv6 51803813      0t0  TCP cms-a008.rcac.purdue.edu:41397->cms-a012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  560u  IPv6 49370396      0t0  TCP cms-a008.rcac.purdue.edu:37514->cms-075.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  561u  IPv6 54073105      0t0  TCP cms-a008.rcac.purdue.edu:59845->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
