[ahkumar@smuosg1 ~]$ condor_q


-- Submitter: smuosg1.hpc.smu.edu : <10.1.1.3:50503> : smuosg1.hpc.smu.edu
 ID      OWNER            SUBMITTED     RUN_TIME ST PRI SIZE CMD
672730.0   osg             2/9  23:22   0+11:44:52 R  0   1220.7 data
672732.0   osg             2/9  23:22   0+11:44:31 R  0   976.6 data
672733.0   osg             2/9  23:22   0+11:44:31 R  0   976.6 data
672740.0   osg             2/9  23:32   0+11:34:16 R  0   1220.7 data
672741.0   osg             2/9  23:32   0+11:34:16 R  0   976.6 data
672743.0   osg             2/9  23:44   0+11:22:43 R  0   1220.7 data
672749.0   osg             2/9  23:59   0+11:07:41 R  0   1220.7 data
672753.0   osg             2/10 00:09   0+10:57:17 R  0   1220.7 data
672758.0   osg             2/10 00:36   0+10:30:43 R  0   1220.7 data
672760.0   osg             2/10 00:36   0+10:30:43 R  0   976.6 data
672762.0   osg             2/10 00:43   0+10:23:43 R  0   976.6 data
672763.0   osg             2/10 00:43   0+10:23:22 R  0   732.4 data
672766.0   osg             2/10 00:54   0+10:11:09 R  0   976.6 data
672772.0   osg             2/10 01:29   0+09:36:49 R  0   1220.7 data
672773.0   osg             2/10 01:29   0+09:36:49 R  0   976.6 data
672775.0   osg             2/10 01:29   0+09:36:49 R  0   1220.7 data
672777.0   osg             2/10 01:29   0+09:36:49 R  0   1220.7 data
672779.0   osg             2/10 01:38   0+09:28:42 R  0   976.6 data
672786.0   osg             2/10 01:54   0+09:11:49 R  0   1220.7 data
672787.0   osg             2/10 01:54   0+09:11:49 R  0   976.6 data
672788.0   osg             2/10 01:54   0+09:11:49 R  0   976.6 data
672796.0   osg             2/10 02:15   0+08:51:17 R  0   1220.7 data
672801.0   osg             2/10 02:36   0+08:30:41 R  0   1220.7 data
672803.0   osg             2/10 02:36   0+08:30:41 R  0   976.6 data
672805.0   osg             2/10 02:46   0+08:19:53 R  0   1220.7 data
672806.0   osg             2/10 02:46   0+08:19:53 R  0   976.6 data
672807.0   osg             2/10 02:46   0+08:19:53 R  0   1220.7 data
672810.0   osg             2/10 02:47   0+08:19:32 R  0   976.6 data
672811.0   osg             2/10 02:47   0+08:19:32 R  0   976.6 data
672814.0   osg             2/10 03:11   0+07:55:54 R  0   1220.7 data
672815.0   osg             2/10 03:11   0+07:55:54 R  0   976.6 data
672818.0   osg             2/10 03:11   0+07:55:33 R  0   976.6 data
672820.0   osg             2/10 03:11   0+07:55:33 R  0   976.6 data
672823.0   osg             2/10 03:20   0+07:47:00 R  0   976.6 data
672824.0   osg             2/10 03:20   0+07:47:00 R  0   976.6 data
672835.0   osg             2/10 03:47   0+07:19:23 R  0   976.6 data
672836.0   osg             2/10 03:47   0+07:19:23 R  0   1220.7 data
672837.0   osg             2/10 03:47   0+07:19:22 R  0   976.6 data
672838.0   osg             2/10 03:47   0+07:19:22 R  0   1220.7 data
672839.0   osg             2/10 03:47   0+07:19:22 R  0   976.6 data
672840.0   osg             2/10 03:47   0+07:19:22 R  0   1220.7 data
672841.0   osg             2/10 03:47   0+07:19:22 R  0   1220.7 data
672842.0   osg             2/10 03:47   0+07:19:22 R  0   1220.7 data
672843.0   osg             2/10 03:47   0+07:19:22 R  0   976.6 data
672844.0   osg             2/10 03:47   0+07:19:22 R  0   1220.7 data
672845.0   osg             2/10 03:47   0+07:19:22 R  0   1220.7 data
672849.0   osg             2/10 03:58   0+07:08:49 R  0   976.6 data
672850.0   osg             2/10 03:58   0+07:08:28 R  0   976.6 data
672851.0   osg             2/10 03:58   0+07:08:28 R  0   976.6 data
672852.0   osg             2/10 03:58   0+07:08:28 R  0   976.6 data
672855.0   osg             2/10 04:02   0+07:03:58 R  0   976.6 data
672859.0   osg             2/10 04:24   0+06:41:09 R  0   976.6 data
672862.0   osg             2/10 04:40   0+06:25:19 R  0   976.6 data
672865.0   osg             2/10 04:45   0+06:20:54 R  0   976.6 data
672868.0   osg             2/10 04:51   0+06:15:37 R  0   976.6 data
672869.0   osg             2/10 04:51   0+06:15:37 R  0   2685.5 data
672870.0   osg             2/10 04:51   0+06:15:37 R  0   732.4 data
672871.0   osg             2/10 04:51   0+06:15:37 R  0   976.6 data
672872.0   osg             2/10 04:51   0+06:15:37 R  0   976.6 data
672873.0   osg             2/10 04:51   0+06:15:37 R  0   1220.7 data
672874.0   osg             2/10 04:51   0+06:15:37 R  0   976.6 data
672876.0   osg             2/10 04:51   0+06:15:37 R  0   976.6 data
672877.0   osg             2/10 04:51   0+06:15:37 R  0   976.6 data
672878.0   osg             2/10 04:51   0+06:15:37 R  0   1220.7 data
672879.0   osg             2/10 04:51   0+06:15:37 R  0   1220.7 data
672880.0   osg             2/10 04:51   0+06:15:37 R  0   976.6 data
672881.0   osg             2/10 04:51   0+06:15:37 R  0   732.4 data
672883.0   osg             2/10 04:54   0+06:12:17 R  0   976.6 data
672885.0   osg             2/10 04:54   0+06:12:17 R  0   976.6 data
672893.0   osg             2/10 05:13   0+05:52:10 R  0   2685.5 data
672894.0   osg             2/10 05:19   0+05:47:44 R  0   976.6 data
672895.0   osg             2/10 05:19   0+05:47:44 R  0   732.4 data
672896.0   osg             2/10 05:19   0+05:47:44 R  0   976.6 data
672897.0   osg             2/10 05:19   0+05:47:44 R  0   976.6 data
672901.0   osg             2/10 05:19   0+05:47:44 R  0   976.6 data
672902.0   osg             2/10 05:19   0+05:47:44 R  0   976.6 data
672905.0   osg             2/10 05:24   0+05:41:34 R  0   1220.7 data
672908.0   osg             2/10 05:30   0+05:36:46 R  0   976.6 data
672910.0   osg             2/10 05:35   0+05:31:27 R  0   976.6 data
672912.0   osg             2/10 05:35   0+05:31:27 R  0   976.6 data
672923.0   osg             2/10 05:56   0+05:10:52 R  0   1220.7 data
672942.0   osg             2/10 06:36   0+04:30:17 R  0   976.6 data
672944.0   osg             2/10 06:36   0+04:30:17 R  0   976.6 data
672945.0   osg             2/10 06:36   0+04:30:17 R  0   976.6 data
672946.0   osg             2/10 06:36   0+04:29:56 R  0   976.6 data
672947.0   osg             2/10 06:36   0+04:29:56 R  0   976.6 data
672953.0   osg             2/10 06:51   0+04:15:28 R  0   976.6 data
672955.0   osg             2/10 06:51   0+04:15:28 R  0   976.6 data
672957.0   osg             2/10 06:51   0+04:15:28 R  0   732.4 data
672958.0   osg             2/10 06:51   0+04:15:07 R  0   976.6 data
672959.0   osg             2/10 06:51   0+04:15:07 R  0   976.6 data
672960.0   osg             2/10 06:51   0+04:15:07 R  0   732.4 data
672963.0   osg             2/10 06:59   0+04:07:49 R  0   976.6 data
672965.0   osg             2/10 07:06   0+04:00:44 R  0   732.4 data
672967.0   osg             2/10 07:06   0+04:00:44 R  0   732.4 data
672968.0   osg             2/10 07:06   0+04:00:44 R  0   976.6 data
672970.0   osg             2/10 07:06   0+04:00:22 R  0   1220.7 data
672979.0   osg             2/10 07:24   0+03:42:44 R  0   2685.5 data
672980.0   osg             2/10 07:24   0+03:42:44 R  0   976.6 data
672981.0   osg             2/10 07:24   0+03:42:12 R  0   976.6 data
672982.0   osg             2/10 07:24   0+03:42:12 R  0   1220.7 data
672983.0   osg             2/10 07:24   0+03:41:51 R  0   976.6 data
672985.0   osg             2/10 07:30   0+03:36:24 R  0   976.6 data
672986.0   osg             2/10 07:30   0+03:36:24 R  0   976.6 data
672988.0   osg             2/10 07:30   0+03:36:24 R  0   976.6 data
672989.0   osg             2/10 07:30   0+03:36:03 R  0   976.6 data
672990.0   osg             2/10 07:30   0+03:36:03 R  0   732.4 data
672993.0   osg             2/10 07:44   0+03:22:43 R  0   2685.5 data
672995.0   osg             2/10 07:51   0+03:14:30 R  0   732.4 data
673000.0   osg             2/10 07:59   0+03:07:31 R  0   976.6 data
673002.0   osg             2/10 07:59   0+03:07:31 R  0   976.6 data
673003.0   osg             2/10 07:59   0+03:07:31 R  0   976.6 data
673004.0   osg             2/10 07:59   0+03:07:31 R  0   976.6 data
673005.0   osg             2/10 07:59   0+03:07:31 R  0   976.6 data
673007.0   osg             2/10 07:59   0+03:07:31 R  0   976.6 data
673013.0   osg             2/10 08:25   0+02:41:40 R  0   976.6 data
673015.0   osg             2/10 08:25   0+02:41:40 R  0   976.6 data
673020.0   osg             2/10 08:50   0+02:16:41 R  0   732.4 data
673021.0   osg             2/10 08:50   0+02:16:41 R  0   976.6 data
673037.0   novagli         2/10 10:49   0+00:16:23 R  0   244.1 data

523 jobs; 0 idle, 163 running, 360 held
