RecordID,@received,EndTime,ResourceType,ProbeName,Raw_SiteName,Host_description,Host,ResourceGroup,OIM_SiteName,SuccessfulMatch
login06.hep.wisc.edu:2672561.968,2017-02-04T10:41:31.383Z,2017-02-04T10:34:41Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e266.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.67,2017-02-04T10:39:23.833Z,2017-02-04T10:28:14Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e446.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2992705.911,2017-02-04T08:23:04.735Z,2017-02-04T08:18:04Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g23n10.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:27500.205,2017-02-08T02:23:08.731Z,2017-02-08T02:10:00Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node127.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:621302.1902,2017-02-05T01:54:11.671Z,2017-02-05T01:44:24Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e104.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.16,2017-02-04T10:41:25.495Z,2017-02-04T10:30:28Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e348.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.15,2017-02-04T10:41:25.495Z,2017-02-04T10:30:57Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e315.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2622776.828,2017-02-07T17:40:33.461Z,2017-02-07T17:25:48Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node109.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
fifebatch2.fnal.gov:3181424.577,2017-02-08T00:21:36.442Z,2017-02-08T00:12:57Z,Payload,condor:fifebatch2.fnal.gov,FIFEBATCH2,GLOW,e122.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1619139.100,2017-02-04T07:59:49.452Z,2017-02-04T07:42:51Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e431.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:6384.20,2017-02-08T00:09:01.450Z,2017-02-07T23:55:33Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node134.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.1168,2017-02-04T10:33:08.726Z,2017-02-04T10:14:28Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:343617.318,2017-02-05T06:15:39.464Z,2017-02-05T05:55:51Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e159.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2425185.1556,2017-02-07T16:39:20.071Z,2017-02-07T16:24:41Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,gtx-7.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.1161,2017-02-04T10:33:06.768Z,2017-02-04T10:17:41Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e392.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
fifebatch1.fnal.gov:2478074.15,2017-02-04T10:21:34.536Z,2017-02-04T10:16:38Z,Payload,condor:fifebatch1.fnal.gov,FIFEBATCH1,GLOW,e294.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:357335.5160,2017-02-08T00:55:18.302Z,2017-02-08T00:37:46Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,gtx-12.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.1162,2017-02-04T10:33:06.769Z,2017-02-04T10:18:39Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g26n23.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1164,2017-02-04T10:33:06.771Z,2017-02-04T10:19:27Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e431.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1167,2017-02-04T10:33:08.726Z,2017-02-04T10:17:25Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g29n04.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:10294.25,2017-02-05T03:13:53.312Z,2017-02-05T03:00:21Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-8.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:768256.1500,2017-02-04T22:54:26.270Z,2017-02-04T22:41:33Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g18n18.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:894236.6568,2017-02-08T02:31:54.631Z,2017-02-08T02:02:37Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e360.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:10294.23,2017-02-05T03:13:53.312Z,2017-02-05T03:07:40Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-36.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:2092922.2531,2017-02-04T23:59:49.300Z,2017-02-04T23:38:34Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g29n18.hep.wisc.edu (primary) ,GLOW,GLOW,Success
csiu.grid.iu.edu:80010.402,2017-02-07T17:11:45.164Z,2017-02-07T17:06:14Z,Payload,condor:csiu.grid.iu.edu,IU-CSIU,GLOW,e271.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:52543.267,2017-02-05T03:50:21.261Z,2017-02-05T03:46:02Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-1.chtc.wisc.edu (primary) ,,,Failure
sub-simprod-2.icecube.wisc.edu:104553.111,2017-02-05T02:16:35.955Z,2017-02-05T02:03:47Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-1.chtc.wisc.edu (primary) ,,,Failure
sub-simprod-2.icecube.wisc.edu:104553.113,2017-02-05T02:16:35.955Z,2017-02-05T02:03:48Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-27.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:70901.211,2017-02-04T03:50:43.557Z,2017-02-04T03:47:15Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-4.chtc.wisc.edu (primary) ,,,Failure
sub-simprod-2.icecube.wisc.edu:70901.217,2017-02-04T03:50:43.557Z,2017-02-04T03:41:59Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-4.chtc.wisc.edu (primary) ,,,Failure
sub-simprod-2.icecube.wisc.edu:70901.215,2017-02-04T03:50:43.557Z,2017-02-04T03:44:38Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-2.chtc.wisc.edu (primary) ,,,Failure
sub-simprod-2.icecube.wisc.edu:70901.219,2017-02-04T03:50:43.558Z,2017-02-04T03:41:59Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-1.chtc.wisc.edu (primary) ,,,Failure
sub-simprod-2.icecube.wisc.edu:32050.38,2017-02-05T05:13:27.086Z,2017-02-05T04:53:30Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-6.chtc.wisc.edu (primary) ,,,Failure
login01.osgconnect.net:104495.3592,2017-02-08T00:29:42.982Z,2017-02-08T00:24:17Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e458.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:32050.35,2017-02-05T05:13:27.084Z,2017-02-05T04:56:12Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-22.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.1700,2017-02-04T10:32:45.030Z,2017-02-04T10:13:44Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:1490.31,2017-02-07T22:34:19.444Z,2017-02-07T22:32:50Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c9-11.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login03.hep.wisc.edu:3914117.799,2017-02-04T10:39:20.121Z,2017-02-04T10:28:11Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e407.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2506887.1890,2017-02-07T17:09:07.775Z,2017-02-07T17:03:49Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,c9-14.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login02.osgconnect.net:1324720.493,2017-02-07T21:16:54.142Z,2017-02-07T21:04:31Z,Payload,condor:login02.osgconnect.net,OSG-Connect,NPX,node046.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login02.osgconnect.net:1324720.492,2017-02-07T21:16:54.141Z,2017-02-07T21:08:04Z,Payload,condor:login02.osgconnect.net,OSG-Connect,NPX,rad-5.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login06.hep.wisc.edu:2672561.817,2017-02-04T10:41:27.793Z,2017-02-04T10:32:27Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e031.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.791,2017-02-04T10:39:20.120Z,2017-02-04T10:32:51Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e438.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.793,2017-02-04T10:39:20.121Z,2017-02-04T10:26:07Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e303.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.792,2017-02-04T10:39:20.121Z,2017-02-04T10:24:56Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g27n22.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:6811.229,2017-02-08T02:04:54.570Z,2017-02-08T01:52:30Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c8-13.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:3495441.47,2017-02-04T19:40:12.895Z,2017-02-04T19:34:16Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e114.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2257196.821,2017-02-05T03:08:05.396Z,2017-02-05T02:54:33Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e165.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.592,2017-02-04T10:42:06.952Z,2017-02-04T10:33:28Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e315.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:108602.686,2017-02-04T04:12:41.747Z,2017-02-04T04:00:06Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-2.chtc.wisc.edu (primary) ,,,Failure
sub-simprod-2.icecube.wisc.edu:108602.689,2017-02-04T04:12:41.749Z,2017-02-04T04:05:21Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-6.chtc.wisc.edu (primary) ,,,Failure
sugwg-osg.phy.syr.edu:305471.783,2017-02-08T00:00:32.353Z,2017-02-07T23:46:12Z,Payload,condor:sugwg-osg.phy.syr.edu,Syracuse,GLOW,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:894236.3325,2017-02-08T02:31:04.173Z,2017-02-08T02:02:24Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e405.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1596,2017-02-04T10:32:45.030Z,2017-02-04T10:20:08Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g27n22.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:11265.5,2017-02-07T23:38:17.959Z,2017-02-07T23:31:54Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c9-11.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:1744309.969,2017-02-04T20:48:56.475Z,2017-02-04T20:44:24Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e365.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.830,2017-02-04T10:32:41.305Z,2017-02-04T10:12:59Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g26n23.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:611151.1246,2017-02-04T09:05:07.102Z,2017-02-04T08:51:08Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g18n18.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.832,2017-02-04T10:32:41.306Z,2017-02-04T10:14:43Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2062143.2349,2017-02-07T14:46:32.745Z,2017-02-07T14:37:57Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node025.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.837,2017-02-04T10:32:41.310Z,2017-02-04T10:13:41Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2595133.635,2017-02-04T17:00:41.281Z,2017-02-04T16:47:42Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g20n03.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.247,2017-02-04T10:39:16.520Z,2017-02-04T10:27:07Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e098.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.245,2017-02-04T10:39:16.518Z,2017-02-04T10:25:01Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,c022.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:697891.2739,2017-02-04T20:31:34.436Z,2017-02-04T20:24:54Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e156.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.241,2017-02-04T10:39:16.516Z,2017-02-04T10:30:03Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e386.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:894236.1785,2017-02-08T02:29:24.880Z,2017-02-08T02:22:14Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node017.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:899460.688,2017-02-07T15:27:10.849Z,2017-02-07T15:18:11Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,NPX,node046.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login02.osgconnect.net:1068607.38,2017-02-05T05:03:21.890Z,2017-02-05T04:55:41Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,g19n08.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2584.6424,2017-02-04T06:15:45.080Z,2017-02-04T06:05:33Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e127.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:357335.3288,2017-02-08T00:54:45.579Z,2017-02-08T00:40:34Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,gtx-12.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:85692.490,2017-02-05T04:07:25.894Z,2017-02-05T03:51:21Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-5.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:2812122.786,2017-02-05T00:29:58.214Z,2017-02-05T00:22:41Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g27n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:610217.367,2017-02-04T13:03:41.602Z,2017-02-04T12:55:32Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e425.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:6352.188,2017-02-04T11:14:19.256Z,2017-02-04T10:49:02Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e425.chtc.wisc.edu (primary) ,,CHTC,Success
sub-simprod-2.icecube.wisc.edu:43779.273,2017-02-07T04:51:44.026Z,2017-02-07T04:50:40Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,rad-2.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:29592.265,2017-02-08T03:24:21.470Z,2017-02-08T03:10:55Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e308.chtc.wisc.edu (primary) ,,CHTC,Success
login01.osgconnect.net:2469859.1510,2017-02-07T17:02:54.091Z,2017-02-07T16:58:07Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node008.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login06.hep.wisc.edu:2515983.469,2017-02-04T00:10:33.659Z,2017-02-04T00:01:32Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e269.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2515983.465,2017-02-04T00:10:33.648Z,2017-02-04T00:01:51Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e296.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1460205.197,2017-02-08T04:56:35.623Z,2017-02-08T04:40:55Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node130.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:30764.6742,2017-02-08T00:18:06.673Z,2017-02-07T23:49:51Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e458.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1396912.1920,2017-02-08T04:39:40.023Z,2017-02-08T04:26:55Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,gtx-20.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:26594.236,2017-02-05T04:25:00.724Z,2017-02-05T04:09:27Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node077.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login06.hep.wisc.edu:2594925.1,2017-02-04T10:31:15.400Z,2017-02-04T10:28:11Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e148.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.761,2017-02-04T10:32:41.181Z,2017-02-04T10:11:21Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:6001.194,2017-02-07T03:16:11.398Z,2017-02-07T02:55:06Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e316.chtc.wisc.edu (primary) ,,CHTC,Success
login05.hep.wisc.edu:3327020.763,2017-02-04T10:32:41.183Z,2017-02-04T10:18:12Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g28n17.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1229848.566,2017-02-08T03:53:23.369Z,2017-02-08T03:49:48Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e352.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:6001.191,2017-02-07T03:16:11.398Z,2017-02-07T02:55:35Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c8-14.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.764,2017-02-04T10:32:41.183Z,2017-02-04T10:10:20Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.767,2017-02-04T10:32:41.185Z,2017-02-04T10:16:28Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e386.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.766,2017-02-04T10:32:41.185Z,2017-02-04T10:12:11Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e332.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.769,2017-02-04T10:32:41.187Z,2017-02-04T10:10:55Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:90237.742,2017-02-08T04:58:15.207Z,2017-02-08T04:36:37Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-19.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:2092922.1927,2017-02-04T23:58:33.673Z,2017-02-04T23:46:06Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e068.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:104495.1692,2017-02-08T00:28:04.977Z,2017-02-08T00:23:04Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e267.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1935652.479,2017-02-04T09:35:30.464Z,2017-02-04T09:29:14Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e097.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:4086815.1170,2017-02-05T01:21:50.873Z,2017-02-05T01:06:55Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g19n27.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:697891.1420,2017-02-04T20:31:23.760Z,2017-02-04T20:20:58Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e203.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:14988.2,2017-02-07T21:29:46.852Z,2017-02-07T21:20:35Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c8-5.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:3194446.577,2017-02-05T03:59:15.183Z,2017-02-05T03:51:52Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e447.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:357335.3132,2017-02-08T00:53:23.557Z,2017-02-08T00:43:28Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e349.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3820828.1517,2017-02-04T10:25:00.804Z,2017-02-04T10:11:44Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e224.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:85692.633,2017-02-05T04:07:25.988Z,2017-02-05T03:53:59Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-1.chtc.wisc.edu (primary) ,,,Failure
login01.osgconnect.net:608672.2244,2017-02-08T01:47:55.910Z,2017-02-08T01:44:12Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e293.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:14988.8,2017-02-07T21:29:46.856Z,2017-02-07T21:28:02Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e367.chtc.wisc.edu (primary) ,,CHTC,Success
sub-simprod-2.icecube.wisc.edu:85692.141,2017-02-05T04:07:22.189Z,2017-02-05T04:05:04Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-35.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:85692.634,2017-02-05T04:07:25.989Z,2017-02-05T04:02:06Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-5.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:3320152.505,2017-02-07T17:16:12.918Z,2017-02-07T17:08:33Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,NPX,gtx-4.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login06.hep.wisc.edu:2672561.1067,2017-02-04T10:41:29.644Z,2017-02-04T10:30:45Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e190.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2672561.1066,2017-02-04T10:41:29.644Z,2017-02-04T10:31:19Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,g26n23.hep.wisc.edu (primary) ,GLOW,GLOW,Success
