RecordID,@received,EndTime,ResourceType,ProbeName,Raw_SiteName,Host_description,Host,ResourceGroup,OIM_SiteName,SuccessfulMatch
sub-simprod.icecube.wisc.edu:25903.65,2017-02-07T23:53:20.323Z,2017-02-07T23:40:09Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e336.chtc.wisc.edu (primary) ,,CHTC,Success
login01.osgconnect.net:2912069.1646,2017-02-04T15:24:34.716Z,2017-02-04T15:20:08Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,atlas27.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3884383.1196,2017-02-05T04:31:16.353Z,2017-02-05T04:07:31Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e174.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:913191.634,2017-02-05T02:13:14.017Z,2017-02-05T02:06:02Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e074.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1412609.1963,2017-02-07T21:48:39.187Z,2017-02-07T21:41:46Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,e405.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:56952.991,2017-02-04T08:51:44.038Z,2017-02-04T08:37:11Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g19n05.hep.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:498761.667,2017-02-04T22:37:37.026Z,2017-02-04T22:29:46Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e074.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2594925.226,2017-02-04T10:31:23.380Z,2017-02-04T10:25:28Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e447.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3093932.587,2017-02-04T19:18:11.582Z,2017-02-04T19:12:12Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e086.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.870,2017-02-04T10:32:41.332Z,2017-02-04T10:12:53Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e263.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2594925.221,2017-02-04T10:31:23.367Z,2017-02-04T10:25:49Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e167.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2594925.223,2017-02-04T10:31:23.379Z,2017-02-04T10:25:26Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e288.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:9720.38,2017-02-04T04:37:32.105Z,2017-02-04T04:31:41Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e421.chtc.wisc.edu (primary) ,,CHTC,Success
sub-simprod.icecube.wisc.edu:24434.62,2017-02-08T00:51:38.812Z,2017-02-08T00:43:14Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c8-14.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:24434.61,2017-02-08T00:51:38.811Z,2017-02-08T00:39:13Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node042.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login06.hep.wisc.edu:2594925.228,2017-02-04T10:31:23.380Z,2017-02-04T10:28:33Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,g29n04.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.390,2017-02-04T10:39:16.483Z,2017-02-04T10:27:07Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e385.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
csiu.grid.iu.edu:1034296.3,2017-02-05T00:16:45.111Z,2017-02-05T00:14:56Z,Payload,condor:csiu.grid.iu.edu,IU-CSIU,GLOW,g19n08.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:3681678.1053,2017-02-04T17:34:16.508Z,2017-02-04T17:29:23Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,g24n03.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1178995.1129,2017-02-08T03:45:59.451Z,2017-02-08T03:39:16Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,gtx-2.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:2180569.1316,2017-02-07T15:23:59.844Z,2017-02-07T15:04:14Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node107.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:11265.112,2017-02-07T23:38:18.044Z,2017-02-07T23:33:01Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c9-8.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:42109.15,2017-02-07T13:34:11.394Z,2017-02-07T13:28:02Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-23.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:98861.26,2017-02-04T22:52:05.428Z,2017-02-04T22:40:29Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-3.chtc.wisc.edu (primary) ,,,Failure
csiu.grid.iu.edu:3208051.3,2017-02-07T03:16:12.972Z,2017-02-07T03:14:36Z,Payload,condor:csiu.grid.iu.edu,IU-CSIU,GLOW,e228.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2099970.946,2017-02-04T22:26:06.098Z,2017-02-04T22:16:55Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e234.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2506887.337,2017-02-07T17:07:47.965Z,2017-02-07T17:01:46Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e278.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:3365061.2729,2017-02-04T16:35:36.270Z,2017-02-04T16:25:04Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e171.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:89144.118,2017-02-07T04:00:29.960Z,2017-02-07T03:42:45Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-16.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:302890.977,2017-02-04T07:23:21.879Z,2017-02-04T07:14:49Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e090.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2257196.413,2017-02-05T03:08:10.991Z,2017-02-05T02:55:19Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e459.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
fifebatch2.fnal.gov:3704081.3,2017-02-04T05:55:10.721Z,2017-02-04T05:46:30Z,Payload,condor:fifebatch2.fnal.gov,FIFEBATCH2,GLOW,e428.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:89144.111,2017-02-07T04:00:29.938Z,2017-02-07T03:47:11Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-27.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:3884383.2314,2017-02-05T04:31:05.132Z,2017-02-04T14:09:57Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g18n24.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:89144.113,2017-02-07T04:00:29.946Z,2017-02-07T03:51:39Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-30.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:8749.189,2017-02-07T07:59:24.558Z,2017-02-07T07:39:46Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e424.chtc.wisc.edu (primary) ,,CHTC,Success
xd-login.opensciencegrid.org:3582034.182,2017-02-05T04:05:03.305Z,2017-02-05T04:02:36Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e418.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1187577.196,2017-02-05T05:19:40.567Z,2017-02-05T05:05:07Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,atlas19.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2594925.220,2017-02-04T10:31:23.366Z,2017-02-04T10:27:00Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,e375.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:22352.163,2017-02-07T23:01:28.672Z,2017-02-07T22:59:05Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c9-11.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:57587.77,2017-02-05T05:39:29.051Z,2017-02-05T05:25:04Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-10.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:2625517.449,2017-02-04T19:06:45.574Z,2017-02-04T19:01:09Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e073.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:108602.1213,2017-02-04T04:12:41.670Z,2017-02-04T03:52:35Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,GZK,gzk-3.chtc.wisc.edu (primary) ,,,Failure
login01.osgconnect.net:2787702.366,2017-02-04T00:59:17.768Z,2017-02-04T00:33:08Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e431.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login06.hep.wisc.edu:2594925.90,2017-02-04T10:31:19.146Z,2017-02-04T10:27:53Z,Payload,condor:login06.hep.wisc.edu,GLOW_SUBMIT6,GLOW_SUBMIT6,atlas49.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:3320152.197,2017-02-07T17:16:11.259Z,2017-02-07T17:02:16Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,NPX,n-26.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:43779.2,2017-02-07T04:51:40.477Z,2017-02-07T04:46:00Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-3.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod-2.icecube.wisc.edu:43779.3,2017-02-07T04:51:40.478Z,2017-02-07T04:50:40Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-11.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:2625517.333,2017-02-04T19:06:55.825Z,2017-02-04T19:01:41Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,atlas18.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
duke-login.osgconnect.net:597359.84,2017-02-04T19:59:49.649Z,2017-02-04T19:43:14Z,Payload,condor:login.duke.ci-connect.net,DukeConnect,GLOW,e206.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2873201.3991,2017-02-04T13:36:26.094Z,2017-02-04T13:29:37Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,c015.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:894236.336,2017-02-08T02:29:21.075Z,2017-02-08T02:12:40Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e321.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1935652.1345,2017-02-04T09:35:38.175Z,2017-02-04T09:21:58Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g19n05.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:30764.3382,2017-02-08T00:15:51.562Z,2017-02-08T00:09:13Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e375.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:3311030.2477,2017-02-04T16:24:49.520Z,2017-02-04T16:20:48Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e460.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1187577.995,2017-02-05T05:19:43.969Z,2017-02-05T05:05:23Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e152.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:692814.1160,2017-02-04T18:06:39.320Z,2017-02-04T17:55:53Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e363.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:2640925.1483,2017-02-04T10:01:11.928Z,2017-02-04T09:50:15Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g19n07.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:115217.495,2017-02-05T04:28:30.367Z,2017-02-05T04:18:38Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-31.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:234633.66,2017-02-04T20:11:37.693Z,2017-02-04T20:05:02Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g18n21.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1460205.1853,2017-02-08T04:58:03.871Z,2017-02-08T04:39:32Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e349.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1284579.2238,2017-02-08T04:14:29.410Z,2017-02-08T04:09:04Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,burnin-4.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:1565773.504,2017-02-05T05:45:19.708Z,2017-02-05T05:41:08Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e232.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:4048699.1525,2017-02-04T00:25:38.093Z,2017-02-04T00:07:14Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,g19n26.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:23813.74,2017-02-08T01:29:20.669Z,2017-02-08T01:21:43Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c9-11.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:23813.76,2017-02-08T01:29:20.670Z,2017-02-08T01:21:28Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node113.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sub-simprod.icecube.wisc.edu:21938.84,2017-02-07T16:15:59.396Z,2017-02-07T16:10:45Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c9-2.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:1284579.2234,2017-02-08T04:14:29.409Z,2017-02-08T04:06:51Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,c9-14.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
sugwg-osg.phy.syr.edu:2524288.5992,2017-02-05T01:47:48.378Z,2017-02-05T01:41:57Z,Payload,condor:sugwg-osg.phy.syr.edu,Syracuse,GLOW,e299.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:19626.186,2017-02-07T22:00:53.068Z,2017-02-07T21:43:41Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,gtx-33.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:449214.751,2017-02-04T20:06:58.508Z,2017-02-04T19:56:30Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e433.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:19626.182,2017-02-07T22:00:53.060Z,2017-02-07T21:57:22Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node134.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.1154,2017-02-04T10:33:06.764Z,2017-02-04T10:15:23Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g26n23.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:30764.5976,2017-02-08T00:17:51.262Z,2017-02-07T23:49:18Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node030.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.1344,2017-02-04T10:31:35.629Z,2017-02-04T10:18:21Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e276.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1610,2017-02-04T10:33:02.982Z,2017-02-04T10:18:29Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e346.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1340,2017-02-04T10:31:35.626Z,2017-02-04T10:18:21Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e315.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3830658.88,2017-02-04T10:26:21.462Z,2017-02-04T10:21:28Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e261.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3830658.86,2017-02-04T10:26:21.462Z,2017-02-04T10:23:13Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3830658.85,2017-02-04T10:26:21.461Z,2017-02-04T10:23:53Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3830658.84,2017-02-04T10:26:21.452Z,2017-02-04T10:23:41Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3830658.83,2017-02-04T10:26:21.444Z,2017-02-04T10:23:01Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e444.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.1348,2017-02-04T10:31:35.630Z,2017-02-04T10:10:54Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,g29n04.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3830658.80,2017-02-04T10:26:21.442Z,2017-02-04T10:24:14Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:4915.128,2017-02-07T22:14:10.049Z,2017-02-07T22:00:20Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e330.chtc.wisc.edu (primary) ,,CHTC,Success
sub-simprod.icecube.wisc.edu:4915.129,2017-02-07T22:14:10.049Z,2017-02-07T22:06:31Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,node124.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login05.hep.wisc.edu:3327020.1205,2017-02-04T10:31:27.377Z,2017-02-04T10:16:13Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e377.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:32002.264,2017-02-08T02:46:39.727Z,2017-02-08T02:38:02Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c8-7.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
xd-login.opensciencegrid.org:3490525.558,2017-02-07T21:53:27.509Z,2017-02-07T21:37:55Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e360.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.688,2017-02-04T10:39:12.830Z,2017-02-04T10:24:45Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e379.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.683,2017-02-04T10:39:12.828Z,2017-02-04T10:26:41Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e139.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:192815.2383,2017-02-04T06:55:33.595Z,2017-02-04T06:36:47Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e437.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:14988.329,2017-02-07T21:30:54.175Z,2017-02-07T21:24:39Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,NPX,c8-10.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:351942.2179,2017-02-04T07:36:58.997Z,2017-02-04T07:30:54Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,g19n05.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1178995.4578,2017-02-08T03:47:48.505Z,2017-02-08T03:33:59Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node080.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login03.hep.wisc.edu:3914117.1122,2017-02-04T10:41:09.441Z,2017-02-04T10:27:21Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e446.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:90237.272,2017-02-08T04:56:55.224Z,2017-02-08T04:36:38Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-17.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login01.osgconnect.net:1178995.4574,2017-02-08T03:47:48.503Z,2017-02-08T03:32:37Z,Payload,condor:login01.osgconnect.net,OSG-Connect,NPX,node080.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login03.hep.wisc.edu:3914117.1126,2017-02-04T10:41:09.442Z,2017-02-04T10:25:09Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g18n01.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:1460205.809,2017-02-08T04:56:43.122Z,2017-02-08T04:44:57Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e458.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:611151.1350,2017-02-04T09:05:07.220Z,2017-02-04T09:02:16Z,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,c004.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login01.osgconnect.net:2187013.1319,2017-02-04T22:39:02.016Z,2017-02-04T22:25:17Z,Payload,condor:login01.osgconnect.net,OSG-Connect,GLOW,e459.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.355,2017-02-04T10:39:16.457Z,2017-02-04T10:26:32Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g27n22.hep.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:7898.205,2017-02-05T03:12:37.781Z,2017-02-05T03:08:16Z,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,CHTC,e384.chtc.wisc.edu (primary) ,,CHTC,Success
login03.hep.wisc.edu:3914117.357,2017-02-04T10:39:16.458Z,2017-02-04T10:24:47Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,g20n02.hep.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.968,2017-02-04T10:33:02.955Z,2017-02-04T10:16:02Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e276.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.359,2017-02-04T10:39:16.460Z,2017-02-04T10:25:00Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,e431.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login03.hep.wisc.edu:3914117.358,2017-02-04T10:39:16.459Z,2017-02-04T10:28:07Z,Payload,condor:login03.hep.wisc.edu,GLOW_SUBMIT3,GLOW_SUBMIT3,c055.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login02.osgconnect.net:1900831.4121,2017-02-08T01:29:24.377Z,2017-02-08T01:21:35Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,e267.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod-2.icecube.wisc.edu:90237.271,2017-02-08T04:56:55.224Z,2017-02-08T04:48:10Z,Payload,condor:sub-simprod-2.icecube.wisc.edu,WIPAC,NPX,gtx-32.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login02.osgconnect.net:1661060.1152,2017-02-07T23:31:29.363Z,2017-02-07T23:19:50Z,Payload,condor:login02.osgconnect.net,OSG-Connect,NPX,node070.icecube.wisc.edu (primary) ,IceCube,WIPAC,Success
login02.osgconnect.net:1454832.1468,2017-02-07T22:00:53.221Z,2017-02-07T21:45:34Z,Payload,condor:login02.osgconnect.net,OSG-Connect,GLOW,c039.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
login05.hep.wisc.edu:3327020.960,2017-02-04T10:33:02.950Z,2017-02-04T10:17:19Z,Payload,condor:login05.hep.wisc.edu,GLOW_SUBMIT5,GLOW_SUBMIT5,e080.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
