#RecordID,ResourceType,ProbeName,Raw_SiteName,Host_description,Host,ResourceGroup,OIM_SiteName,SuccessfulMatch#
submit-3.chtc.wisc.edu:1128702.2113,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas26.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.2252,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e305.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2544192.147,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,atlas28.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1188136.12331,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,aci-223.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:742187.1270,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas90.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:709641.2417,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e345.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:709641.2414,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e235.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1688390.224,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e025.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3686816.1831,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e402.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3686816.1836,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e262.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:825860.1388,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e374.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3686816.2225,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e402.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3207767.3405,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e315.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2539460.155,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e131.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2991464.3138,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e418.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:3336452.5477,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e437.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1320520.3568,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e393.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2505054.701,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-19.wisc.cloudlab.us (primary) ,,,Failure
sugar-dev2.phy.syr.edu:482927.1597,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e369.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:3259475.411,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e239.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1367666.12377,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e093.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1726758.8724,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e300.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:18134.99,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,e407.chtc.wisc.edu,e407.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1163736.276,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e355.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:900221.1195,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas37.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.1217,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e434.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:103963.7667,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,c008.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1775109.7996,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e338.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2528103.3090,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e392.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1726758.5428,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e098.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:973378.1133,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e437.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1688390.324,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e272.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1320520.5535,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e300.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3916508.13,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas86.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1688390.329,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e226.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2636817.436,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e347.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2577642.276,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e433.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.273,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e426.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.270,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e293.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1069036.1035,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,mem2.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.277,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e397.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2577642.271,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,atlas60.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:886433.4798,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e316.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.1161,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e320.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:944331.1076,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e251.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1535892.1981,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e315.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:886433.4792,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e014.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3686816.4716,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e308.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1004003.2289,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e301.chtc.wisc.edu (primary) ,,,Failure
xd-login.opensciencegrid.org:309647.915,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e357.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2821033.2999,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e129.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2498102.358,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,c220g1-030817.wisc.cloudlab.us (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3916508.3623,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e319.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1004003.124,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e133.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.515,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e401.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1113379.1237,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e300.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2528103.1768,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e315.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:684946.7330,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas21.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1082951.1506,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e432.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3504335.5558,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e143.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1893469.8726,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e335.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:944331.879,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e453.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1775109.4077,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e305.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:813068.963,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e058.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1367666.14601,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e146.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2505054.442,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-20.wisc.cloudlab.us (primary) ,,,Failure
submit-5.chtc.wisc.edu:2636817.510,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e347.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.4059,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e280.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1702987.32,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e058.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1726758.7948,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e270.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:4113732.6917,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,c081.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:103963.9409,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e275.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2127333.3488,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e314.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1702987.38,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e292.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.5618,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e447.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:742187.2868,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e202.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:960507.21,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e311.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:960507.22,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e440.chtc.wisc.edu (primary) ,,,Failure
xd-login.opensciencegrid.org:2057709.1964,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e414.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:742187.2316,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e199.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.4052,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e076.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1004003.1061,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e012.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1004003.1069,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e102.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1726758.6015,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e365.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2821033.1764,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e362.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1036262.1899,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas96.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3365650.362,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e321.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:791855.739,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e090.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1367666.14466,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e375.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3504335.2018,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas25.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2091895.4528,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e362.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1036262.1897,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e379.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3504335.3839,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e098.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:791855.733,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e291.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1004003.313,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e261.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1145724.1458,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e327.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1775109.13109,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e368.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3504335.75,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas17.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3504335.73,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e388.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1367666.20941,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e452.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2127333.2353,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,c059.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1106188.1111,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e091.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1004003.1394,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e124.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:482927.5339,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas21.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2821033.1107,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas83.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
fifebatch1.fnal.gov:1273439.1338,Payload,condor:fifebatch1.fnal.gov,FIFEBATCH1,GLOW,atlas97.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1367666.27913,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e138.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:21872.72,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,e354.chtc.wisc.edu,e354.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.1638,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e138.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:825860.333,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e062.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2991464.7796,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e437.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2127333.1325,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e097.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2598141.212,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e340.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.1326,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e373.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1775109.24002,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e424.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2609964.480,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e403.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.1323,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e078.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1188136.8748,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e012.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.1748,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e451.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:684946.10389,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e339.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1188136.11159,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e438.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:791855.595,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas69.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3504335.491,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e354.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2528103.2912,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-09.wisc.cloudlab.us (primary) ,,,Failure
submit-3.chtc.wisc.edu:1188136.15312,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e262.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3686816.6693,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e319.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1367666.13959,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e317.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3686816.6731,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e352.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2615282.341,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,opt-a006.discovery.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2615282.346,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-01.wisc.cloudlab.us (primary) ,,,Failure
sugar-dev2.phy.syr.edu:907172.10835,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e277.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:4113732.12518,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e454.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1535892.10859,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e454.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2091895.5127,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e143.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1128702.1034,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e240.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2991464.1598,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e102.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:813068.1519,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,c039.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.693,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e362.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1128702.1033,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e446.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2991464.1791,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e442.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:684946.1962,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e287.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1096915.276,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e296.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1036262.915,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e329.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1036262.916,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e081.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1096915.272,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e271.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1128702.787,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e104.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1096915.271,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,wid-001.discovery.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3730514.2728,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e364.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1752515.1376,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e315.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:3336452.3578,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,aci-330.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.4254,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e041.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:960507.520,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e298.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.4251,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e440.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.651,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e392.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1775109.710,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e148.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:4113732.7768,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e343.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
