#RecordID,ResourceType,ProbeName,Raw_SiteName,Host_description,Host,ResourceGroup,OIM_SiteName,SuccessfulMatch#
submit-5.chtc.wisc.edu:2511909.380,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e145.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3365650.762,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,ale-09.cs.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1726758.5941,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e407.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1520411.8121,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e129.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1367666.25398,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e093.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3887219.2306,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e146.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:7173.10,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,e296.chtc.wisc.edu,e296.chtc.wisc.edu (primary) ,,,Failure
sub-simprod.icecube.wisc.edu:7173.16,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,e346.chtc.wisc.edu,e346.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.2601,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e253.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:103963.8709,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,c032.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2605827.764,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r04-09.wisc.cloudlab.us (primary) ,,,Failure
submit-3.chtc.wisc.edu:960507.1069,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e279.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1145724.168,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e341.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1726758.9400,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e263.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
xd-login.opensciencegrid.org:1216918.616,Payload,condor:xd-login.opensciencegrid.org,XD-LOGIN,GLOW,e455.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2317233.6331,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas25.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1036262.391,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e135.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1128702.2099,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e295.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1128702.2098,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e273.chtc.wisc.edu (primary) ,,,Failure
sub-simprod.icecube.wisc.edu:20795.26,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,math.wisc.edu,vv322f.math.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1128702.2095,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e081.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1145724.1232,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e429.chtc.wisc.edu (primary) ,,,Failure
sub-simprod.icecube.wisc.edu:20795.20,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,gzk9000c008,gzk9000c008.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1696351.2526,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e349.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2627136.441,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,atlas42.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2821033.10164,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas15.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:886433.2372,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas81.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:886433.2378,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e214.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1188136.4894,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e087.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2127333.1847,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,c061.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:921674.2875,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e315.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2821033.14297,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e334.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2901081.229,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,galaxy-01.discovery.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1188136.3715,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e012.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2558589.794,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-01.wisc.cloudlab.us (primary) ,,,Failure
submit-3.chtc.wisc.edu:1004003.3323,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,aci-054.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.397,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e098.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1004003.3324,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e147.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3359827.1,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e295.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3504335.5768,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e423.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2592670.164,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e313.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2505054.812,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e364.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:761966.753,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,opt-a016.discovery.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1535892.6957,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e355.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:709641.2603,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e409.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1069036.1173,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e091.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2175383.4130,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e108.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1752515.3242,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e102.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2464874.1453,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e299.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:973378.248,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e144.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:667790.4859,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e425.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1319678.11330,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e381.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:684946.7903,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e383.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:22977.114,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,e309.chtc.wisc.edu,e309.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1019178.305,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e444.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1696351.1367,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e279.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1019178.303,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,opt-a004.discovery.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1367666.24517,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e363.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:684946.8688,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e344.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sub-simprod.icecube.wisc.edu:13327.25,Payload,condor:sub-simprod.icecube.wisc.edu,WIPAC,e322.chtc.wisc.edu,e322.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.4476,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e361.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:921674.2382,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e369.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.4472,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,aci-307.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:262450.518,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e457.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1145724.115,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,wid-001.discovery.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.2886,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e398.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.2887,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e316.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.2888,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e070.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:4113732.25,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e102.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2577642.750,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-16.wisc.cloudlab.us (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.933,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e409.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.932,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,c220g2-010604.wisc.cloudlab.us (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.937,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-15.wisc.cloudlab.us (primary) ,,,Failure
submit-3.chtc.wisc.edu:1036262.2190,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas80.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:886433.2803,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e350.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1163736.754,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,roy-exec-1.discovery.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3887219.1618,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e102.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1113379.176,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e196.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3504335.994,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e140.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1726758.7519,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e346.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2498102.412,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,c220g2-011022.wisc.cloudlab.us (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2821033.16038,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e393.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:3365650.446,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-13.wisc.cloudlab.us (primary) ,,,Failure
fifebatch1.fnal.gov:2667673.2866,Payload,condor:fifebatch1.fnal.gov,FIFEBATCH1,GLOW,e404.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2127333.133,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e129.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:684946.12345,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e093.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:262450.2286,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e393.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2586178.763,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-19.wisc.cloudlab.us (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3686816.2697,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas84.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2901081.571,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e076.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3686816.2694,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e126.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1319678.6771,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas10.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2821033.311,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e424.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2175383.7115,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e424.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3686816.4966,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e146.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1320520.5009,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e296.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:3336452.4715,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,aci-330.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3916508.1782,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,c059.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:3336452.4716,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,c028.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3383758.9453,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e357.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:482927.1315,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e454.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:3504335.2195,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e450.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2615282.137,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e330.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1188136.13197,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e073.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:839532.4,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r04-02.wisc.cloudlab.us (primary) ,,,Failure
submit-3.chtc.wisc.edu:839532.9,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e063.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3504335.3584,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e285.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2564155.378,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e147.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1113379.1111,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e444.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1113379.1110,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e365.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2464874.4423,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e451.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:2464874.4354,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,c030.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1128702.1619,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,ale-21.cs.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1036262.1426,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e212.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.2494,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-19.wisc.cloudlab.us (primary) ,,,Failure
submit-3.chtc.wisc.edu:1082951.234,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,c017.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2821033.12864,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e451.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2619494.222,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,pc-c220m4-r01-01.wisc.cloudlab.us (primary) ,,,Failure
submit-3.chtc.wisc.edu:960507.1524,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,roy-exec-1.discovery.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1145724.806,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,opt-a003.discovery.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1145724.800,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e100.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1145724.802,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e125.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1145724.803,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e321.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1188136.9621,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,aci-099.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2317233.7676,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e418.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:791855.1884,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e340.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1188136.14505,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,c088.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3336452.5402,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e130.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2991464.6873,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e305.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:3336452.5400,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,atlas95.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:791855.1224,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e160.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:791855.1225,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e364.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:813068.628,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas40.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2485471.206,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e131.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2298551.3291,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e263.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:684946.3488,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,atlas99.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:791855.419,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e416.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:825860.337,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,atlas81.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:791855.414,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e062.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1019178.1097,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e265.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:2383802.10063,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e442.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1696351.3453,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e364.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:3365650.579,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e312.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:1367666.4111,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e133.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-3.chtc.wisc.edu:1049451.528,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e457.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.345,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e459.chtc.wisc.edu (primary) ,,,Failure
sugar-dev2.phy.syr.edu:3504335.5104,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e404.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
sugar-dev2.phy.syr.edu:1143103.196,Payload,condor:sugar-dev2.phy.syr.edu,Syracuse University LIGO Group,GLOW,e091.chtc.wisc.edu (primary) ,GLOW,GLOW,Success
submit-5.chtc.wisc.edu:2631129.7,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e317.chtc.wisc.edu (primary) ,,,Failure
submit-3.chtc.wisc.edu:1049451.521,Payload,condor:submit-3.chtc.wisc.edu,CHTC,wisc.edu,e361.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2901081.356,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e177.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3365650.574,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e436.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:2631129.3,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e243.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3365650.577,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e194.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.2794,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,c053.chtc.wisc.edu (primary) ,,,Failure
submit-5.chtc.wisc.edu:3259475.2797,Payload,condor:submit-5.chtc.wisc.edu,CHTC,wisc.edu,e372.chtc.wisc.edu (primary) ,,,Failure
